# Sweep #00077	3:58:58 PM 1/16/2018
# DAQ: PCI-6221; 16 bits; Timebase 80MHz; Max ADC 250kHz, ETS 20MHz
# Resolutions: Src ADC 0.0uV; Resp ADC 0.0uV
# Max ADC V: Src 0.0V; Resp 0.0V; Repeat 3; Settle 0.080sec
# Waveform Sampling: 25.0 cycles @ 7.5 samples/cycle; no preaveraging
# Signal Generator: Agilent Technologies 33220A Waveform Generator
# Generator:        	                    	                    	Input:              	                    	                    	                    	Response:           	                    	                    	                    
# Freq (Hz)         	Amplitude (V)       	Offset (V)          	Amplitude (V)       	sig Amplitude       	Phase (deg)         	sig Phase           	Amplitude (V)       	sig Amplitude       	Phase (deg)         	sig Phase           
2268.393            	0.05000000          	0.000000            	0.04993849          	0.00007986521       	-0.09968251         	0.07579394          	0.05101533          	0.00004354093       	-0.1875085          	0.2824438           
2303.332            	0.2500000           	0.000000            	0.2498135           	0.00001950017       	-0.4108043          	0.01298144          	0.2553113           	0.00002682572       	-0.4402996          	0.02342249          
2380.362            	0.05000000          	0.000000            	0.04988067          	0.00002200282       	-0.09789862         	0.1458930           	0.05123783          	0.00005151299       	-0.1691679          	0.2404752           
2406.733            	0.2500000           	0.000000            	0.2497394           	0.00005795023       	-0.4311542          	0.03537002          	0.2558436           	0.00004568280       	-0.4386668          	0.07590865          
2497.857            	0.05000000          	0.000000            	0.04996557          	0.000006223998      	-0.2196260          	0.08396845          	0.05125322          	0.00002949787       	-0.1288900          	0.01632577          
2514.776            	0.2500000           	0.000000            	0.2497367           	0.00003482007       	-0.4773115          	0.03754197          	0.2564148           	0.00004822102       	-0.4926223          	0.03390509          
2621.152            	0.05000000          	0.000000            	0.04999190          	0.00002593749       	-0.2730657          	0.1062198           	0.05133688          	0.000001191876      	-0.07859916         	0.1038886           
2627.669            	0.2500000           	0.000000            	0.2497922           	0.00002214371       	-0.5241170          	0.01863231          	0.2570006           	0.00001032373       	-0.5638812          	0.04339240          
2745.631            	0.2500000           	0.000000            	0.2497675           	0.00002072935       	-0.5671884          	0.02725265          	0.2577837           	0.00007180448       	-0.5640990          	0.03322117          
2750.533            	0.05000000          	0.000000            	0.04995239          	0.000007682403      	-0.2780803          	0.03659379          	0.05152246          	0.00001559945       	-0.2253948          	0.1414367           
2868.888            	0.2500000           	0.000000            	0.2497578           	0.00002578412       	-0.6170469          	0.01576378          	0.2583270           	0.00002205095       	-0.6699542          	0.03003870          
2886.300            	0.05000000          	0.000000            	0.04994452          	0.00002925313       	-0.3782010          	0.07202301          	0.05170278          	0.00003036045       	-0.5078904          	0.2216193           
2997.678            	0.2500000           	0.000000            	0.2497351           	0.000007975457      	-0.6441275          	0.01089442          	0.2592623           	0.00002281431       	-0.6775122          	0.03293719          
3028.768            	0.05000000          	0.000000            	0.04995740          	0.00002503403       	-0.3912692          	0.07189848          	0.05184116          	0.00001167782       	-0.4224709          	0.1643309           
3132.249            	0.2500000           	0.000000            	0.2497461           	0.00001432840       	-0.7031092          	0.01122159          	0.2602327           	0.00002945172       	-0.7543091          	0.01634196          
3178.269            	0.05000000          	0.000000            	0.04995705          	0.000006632568      	-0.4783821          	0.03889439          	0.05205412          	0.00005021620       	-0.5215086          	0.1484882           
3272.862            	0.2500000           	0.000000            	0.2497855           	0.00004276790       	-0.7294912          	0.007129068         	0.2612391           	0.00002270685       	-0.7388613          	0.02058687          
3335.149            	0.05000000          	0.000000            	0.04994364          	0.00001955377       	-0.4363012          	0.02559888          	0.05231018          	0.00005980136       	-0.5924804          	0.05392217          
3419.787            	0.2500000           	0.000000            	0.2497803           	0.00001324195       	-0.7913887          	0.01394910          	0.2623040           	0.00002215038       	-0.8217879          	0.006635197         
3499.773            	0.05000000          	0.000000            	0.04992109          	0.00005175999       	-0.6209855          	0.1522898           	0.05258419          	0.00008656943       	-0.7520205          	0.1909262           
3573.308            	0.2500000           	0.000000            	0.2497391           	0.00003993570       	-0.8525431          	0.02533369          	0.2635565           	0.00004593808       	-0.8732737          	0.002564647         
3672.522            	0.05000000          	0.000000            	0.04999799          	0.00002938212       	-0.6399564          	0.04832032          	0.05284519          	0.00004297455       	-0.7776442          	0.1055202           
3733.721            	0.2500000           	0.000000            	0.2497320           	0.00001815329       	-0.9051782          	0.01557721          	0.2648101           	0.000003246400      	-0.8886396          	0.02086493          
3853.799            	0.05000000          	0.000000            	0.04993674          	0.00002692727       	-0.5973632          	0.07743342          	0.05319781          	0.00001852412       	-0.6996080          	0.03694524          
3901.336            	0.2500000           	0.000000            	0.2497264           	0.00003272120       	-0.9965881          	0.009404264         	0.2663469           	0.00003056610       	-1.001516           	0.03461846          
4044.024            	0.05000000          	0.000000            	0.04994687          	0.000006046158      	-0.7912561          	0.1326688           	0.05356612          	0.00001803592       	-0.8722805          	0.1022296           
4076.474            	0.2500000           	0.000000            	0.2497696           	0.00003373928       	-1.039912           	0.02019202          	0.2680211           	0.00004059119       	-1.110121           	0.01702699          
4243.638            	0.05000000          	0.000000            	0.04990811          	0.00003241189       	-0.7287641          	0.01835281          	0.05393306          	0.00003438711       	-0.8189545          	0.04714984          
4259.475            	0.2500000           	0.000000            	0.2497500           	0.00001314564       	-1.114256           	0.01518404          	0.2698641           	0.00006698271       	-1.204880           	0.03119432          
4450.692            	0.2500000           	0.000000            	0.2497251           	0.00001818105       	-1.203483           	0.01392660          	0.2718149           	0.00007960395       	-1.296367           	0.006742149         
4453.105            	0.05000000          	0.000000            	0.04996045          	0.00002730217       	-0.9501633          	0.05557305          	0.05440264          	0.00001392454       	-0.9992350          	0.1473172           
4650.492            	0.2500000           	0.000000            	0.2497374           	0.00001001894       	-1.284600           	0.01132147          	0.2739781           	0.000006684533      	-1.326294           	0.003309098         
4672.911            	0.05000000          	0.000000            	0.04996339          	0.00001820510       	-1.009563           	0.1327929           	0.05487524          	0.00004693744       	-1.111638           	0.1130704           
4859.262            	0.2500000           	0.000000            	0.2497514           	0.00001522459       	-1.301369           	0.01278711          	0.2764986           	0.000007874929      	-1.370893           	0.01584127          
4903.567            	0.05000000          	0.000000            	0.04997666          	0.00001028456       	-1.029917           	0.06838936          	0.05535029          	0.000005986147      	-0.9609120          	0.07194189          
5077.404            	0.2500000           	0.000000            	0.2497320           	0.00001480687       	-1.430406           	0.005326083         	0.2792210           	0.00001392613       	-1.532262           	0.007062496         
5145.608            	0.05000000          	0.000000            	0.04997822          	0.00004029650       	-1.162963           	0.06932463          	0.05597148          	0.00005195437       	-1.413052           	0.1616870           
5305.338            	0.2500000           	0.000000            	0.2497158           	0.00004283327       	-1.551447           	0.008916529         	0.2822450           	0.00005989212       	-1.618346           	0.01133261          
5399.597            	0.05000000          	0.000000            	0.04993484          	0.00003929526       	-1.393033           	0.1620667           	0.05674234          	0.00004292142       	-1.347915           	0.1190889           
5543.505            	0.2500000           	0.000000            	0.2497508           	0.00008093584       	-1.690852           	0.03677640          	0.2858689           	0.00008025286       	-1.762002           	0.03246230          
5666.122            	0.05000000          	0.000000            	0.04999149          	0.00002441766       	-1.371680           	0.04091236          	0.05747179          	0.000002970789      	-1.355670           	0.02185930          
5792.364            	0.2500000           	0.000000            	0.2496406           	0.00002044132       	-1.788107           	0.02308303          	0.2895062           	0.000009592917      	-1.913262           	0.02633915          
5945.803            	0.05000000          	0.000000            	0.04997315          	0.00002475671       	-1.648973           	0.03620516          	0.05841273          	0.00001455027       	-1.495035           	0.08777379          
6052.395            	0.2500000           	0.000000            	0.2497073           	0.00001849099       	-1.876634           	0.01338155          	0.2937758           	0.00001351832       	-2.001576           	0.02054493          
6239.290            	0.05000000          	0.000000            	0.04997093          	0.00003102946       	-1.649066           	0.03577887          	0.05951437          	0.0001025371        	-1.632776           	0.1630145           
6324.099            	0.2500000           	0.000000            	0.2496976           	0.00002295042       	-1.990009           	0.02946864          	0.2986187           	0.00002254949       	-2.106961           	0.05748543          
6547.263            	0.05000000          	0.000000            	0.04993904          	0.000001413063      	-1.886072           	0.05605041          	0.06058560          	0.00002693010       	-1.916269           	0.03329308          
6608.001            	0.2500000           	0.000000            	0.2496085           	0.00001620333       	-2.125720           	0.01900267          	0.3041043           	0.00003180603       	-2.245601           	0.01731090          
