$ Delta-M B(Gauss) 
$
0.3333 2755
0.5000 4289
0.6667 5334
1.0000 8455
1.3333 11111
1.5000 12293
1.6667 13779
2.0000 16284
1.6667 13703
1.5000 12449
1.3333 11130
1.0000 8018
0.6667 5185
0.5000 4055
0.3333 2802
0.3333 2855
0.5000 4122
0.6667 5387
1.0000 7837
1.3333 11214
1.5000 12122
1.6667 13712
2.0000 16545
1.6667 13685
1.5000 12115
1.3333 11110
1.0000 7862
0.6667 5350
0.5000 3906
0.3333 2772
0.3333 2745
0.5000 3997
0.6667 5360
1.0000 8130
1.3333 11047
1.5000 12443
1.6667 13686
2.0000 16641
