S V (kV) d1 (cm)
S
9.0 1.95
9.0 2.00
9.0 2.05
8.0 2.15
8.0 2.20
8.0 2.15
7.0 2.30
7.0 2.25
7.0 2.30
6.0 2.50
6.0 2.45
6.0 2.50
