S V (kV) d2 (cm)
S
9.0 4.00
9.0 3.95
9.0 4.00
8.0 4.85
8.0 4.90
8.0 4.95
7.0 5.10
7.0 5.15
7.0 5.15
6.0 5.65
6.0 5.55
6.0 5.60
5.0 6.00
5.0 5.95
5.0 6.00
