S V (kV) d2 (cm)
S
9.0 2.30
9.0 2.35
9.0 2.35
8.0 2.60
8.0 2.55
8.0 2.55
7.0 2.75
7.0 2.70
7.0 2.70
6.0 3.00
6.0 2.95
6.0 3.00
