S V (kV) d3 (cm)
S
9.0 7.10
9.0 7.05
9.0 6.95
8.0 7.20
8.0 7.25
8.0 7.25
7.0 7.70
7.0 7.75
7.0 7.80
6.0 8.40
6.0 8.50
6.0 8.45
5.0 9.15
5.0 9.20
5.0 9.20
