S V (kV) d3 (cm)
S
9.0 3.25
9.0 3.30
9.0 3.20
8.0 3.50
8.0 3.45
8.0 3.50
7.0 3.75
7.0 3.75
7.0 3.70
6.0 4.10
6.0 4.05
6.0 4.10
