S	W	(B^2)/V
S
133	0.0005134224254618621
133	0.0005144801099734548
133	0.0005130668247277836
85	0.00032718719956300067
85	0.00032719930941876076
85	0.0003269862322946176
87	0.00033515100251795205
87	0.00033508688083273505
87	0.0003342581814868805
87	0.00033524256061398923
39	0.0001503435748088824
39	0.00015021968664850134
39	0.00015005427055702917
41	0.0001585503073376873
41	0.00015773901474289823
41	0.0001598035593220339
23	0.00008882696629213483
23	0.00008875205850487542
23	0.00008880091358964598
35	0.00013124043346953278
35	0.0001322465424639141
35	0.00013243561406880647
37	0.00013912474576271186
37	0.0001394063871196037
37	0.00013981862412761712
